dates,stationid,dispx,dispy,dispz,temperature,humidity,rain
25-11-2018,t12,-1.964362984,-1.994779449,-1.921907511,16.18557,51.61856,0
09-07-2018,t13,,2.13E-07,0,31.375,56.41667,459
10-07-2018,t13,0.033312308,-0.029295717,0.016301768,29.225,69.15,59982.75
11-07-2018,t13,0.033312308,-0.029295717,0.016301768,29.00709,66.64539,80000
12-07-2018,t13,0.033312308,-0.029295717,0.016301768,29.16541,66.48872,75048.75
13-07-2018,t13,0.033312308,-0.029295717,0.016301768,23.152,66.96,158
14-07-2018,t13,,-0.029295717,0.016301768,26.75,64.76316,0
19-07-2018,t13,-0.065915843,-0.003779907,-0.227515973,27.92857,65.76316,126
20-07-2018,t13,2.202156158,-0.281618727,-0.153803633,31.0438,66.76316,272.25
28-09-2018,t13,2.08662624,-0.291452946,-0.112429038,22.86957,62,0
29-09-2018,t13,2.08662624,-0.291452946,-0.112429038,22.27551,60.83673,0
30-09-2018,t13,2.08662624,-0.291452946,-0.112429038,22.60833,59.425,0
01-10-2018,t13,2.964795368,0.078526299,-0.91830337,,,0
02-10-2018,t13,3.160416578,-0.601895301,-0.90885307,21.38983,57.67797,0
18-10-2018,t13,3.101352203,-0.605675421,-0.86221584,20.38865,53.75546,0
19-10-2018,t13,3.101352203,-0.605675421,-0.86221584,17.14286,59.66667,0
20-10-2018,t13,3.101352203,-0.605675421,-0.86221584,16.56303,59.66387,0
21-10-2018,t13,3.101352203,-0.605675421,-0.86221584,16.53383,57.93233,0
22-10-2018,t13,3.101352203,-0.605675421,-0.86221584,13,61.03704,0
29-10-2018,t13,3.101352203,-0.605675421,-0.86221584,26.7619,31.07143,6.75
31-10-2018,t13,8.885644575,2.697913202,-0.86221584,19.55319,51.12766,0
01-11-2018,t13,8.885644575,2.697913202,-0.894110602,16.73881,54.74627,0
02-11-2018,t13,8.885644575,2.697913202,-0.894110602,12.72727,66.02273,0
03-11-2018,t13,8.885644575,2.697913202,-0.894110602,12.72727,34.26923,0
04-11-2018,t13,8.885644575,2.697913202,-0.894110602,12.72727,34.26923,0
05-11-2018,t13,3.102769748,-0.604257876,-0.892693057,12.72727,34.26923,0
06-11-2018,t13,3.102769748,-0.604257876,-0.888440422,,34.26923,0
07-11-2018,t13,3.102769748,-0.604257876,-0.888440422,12.72727,34.26923,0
08-11-2018,t13,3.102769748,-0.604257876,-0.889503581,,,0
09-11-2018,t13,3.102769748,-0.604966648,-0.890921126,12.72727,34.26923,0
10-11-2018,t13,3.102769748,-0.604966648,-0.890921126,12.72727,34.26923,0
11-11-2018,t13,3.105604838,-0.602131558,-0.889503581,12.72727,34.26923,0
12-11-2018,t13,3.094264478,-0.602131558,-0.846977231,12.72727,34.26923,0
13-11-2018,t13,3.094264478,-0.794917678,-1.584986597,12.72727,34.26923,0
14-11-2018,t13,3.094264478,-0.794917678,-1.584986597,12.72727,34.26923,0
15-11-2018,t13,3.094264478,-0.793666903,-1.574063162,12.72727,34.26923,0
16-11-2018,t13,3.094264478,-0.793666903,-1.574063162,12.72727,34.26923,0
17-11-2018,t13,,-0.793666903,-1.574063162,12.72727,34.26923,0
18-11-2018,t13,3.102769748,-0.786933565,-1.57512632,12.72727,34.26923,0
19-11-2018,t13,3.102769748,-0.786933565,-1.57512632,12.72727,34.26923,0
20-11-2018,t13,3.102769748,-0.786933565,-1.57512632,12.72727,34.26923,0
21-11-2018,t13,3.102769748,-0.786933565,-1.57512632,12.72727,34.26923,0
22-11-2018,t13,3.102769748,-0.786933565,-1.57512632,12.72727,34.26923,0
23-11-2018,t13,3.102769748,-0.786933565,-1.57512632,12.72727,34.26923,0
24-11-2018,t13,3.102769748,-0.786933565,-1.57512632,12.72727,,0
25-11-2018,t13,3.102769748,-0.786933565,-1.57512632,12.72727,34.26923,0
05-07-2018,t14,,,,,85.83019,114.75
06-07-2018,t14,,,,,67.31646,
07-07-2018,t14,,,,,68.20755,
08-07-2018,t14,,,,,69.15094,
09-07-2018,t14,-0.177193125,-0.060954435,0.154512405,29.23529,68.10084,80000
11-07-2018,t14,-0.69459705,2.14332804,-0.88738317,19.88462,75.07692,38.25
12-07-2018,t14,-0.69459705,2.14332804,-0.88738317,24.64407,93.33898,2.25
13-07-2018,t14,-0.69459705,2.14332804,-0.88738317,25.53226,90.06452,0
14-07-2018,t14,-0.69459705,2.14332804,-0.88738317,26.88811,83.0979,0
15-07-2018,t14,-0.69459705,2.14332804,-0.88738317,24.12903,93.87097,0
19-07-2018,t14,-0.136651338,1.985697036,-0.946353042,28.40323,85.33871,6.75
20-07-2018,t14,-0.136651338,1.985697036,-0.946353042,25.53333,93.85926,621
21-07-2018,t14,-0.136651338,1.985697036,-0.946353042,25.33571,95.82143,4.5
22-07-2018,t14,-0.136651338,1.985697036,-0.946353042,24.52143,,63
23-07-2018,t14,-0.136651338,1.985697036,-0.946353042,25.18182,95.22727,2.25
24-07-2018,t14,-0.167837328,1.998100555,-0.98533553,24.28148,97.85185,587.25
25-07-2018,t14,-0.167837328,1.998100555,-0.98533553,25.32353,95.41176,468
26-07-2018,t14,-0.167837328,1.998100555,-0.98533553,22.95556,99,1111.5
27-07-2018,t14,-0.167837328,1.998100555,-0.98533553,22.57798,98.79817,778.5
28-07-2018,t14,-0.167837328,1.998100555,-0.98533553,22.29661,99,987.75
29-07-2018,t14,-0.167837328,1.998100555,-0.98533553,25.82857,91.12143,6.75
30-07-2018,t14,-0.167837328,1.998100555,-0.98533553,25.87786,87.73282,0
31-07-2018,t14,-0.167837328,,-0.98533553,25.20863,91.51079,623.25
01-08-2018,t14,-0.167837328,1.998100555,-0.98533553,24.58993,,330.75
02-08-2018,t14,-0.167837328,1.998100555,-0.98533553,24.89362,93.97163,18
03-08-2018,t14,-0.167837328,1.998100555,-0.98533553,25.51748,95.86713,2.25
04-08-2018,t14,-0.167837328,1.998100555,-0.98533553,24.30882,99,119.25
05-08-2018,t14,,1.998100555,-0.98533553,21.85185,99,1075.5
06-08-2018,t14,-0.167837328,1.998100555,-0.98533553,,99,308.25
07-08-2018,t14,-0.167837328,1.998100555,-0.98533553,21.08088,99,337.5
08-08-2018,t14,-0.141612746,1.98250756,-0.986044302,,98.91489,2.25
09-08-2018,t14,-0.141612746,1.98250756,-0.986044302,24.8209,97.78358,1617.75
10-08-2018,t14,-0.141612746,1.98250756,-0.986044302,24.26056,98.8662,0
11-08-2018,t14,-0.141612746,1.98250756,-0.986044302,23.8169,99,144
12-08-2018,t14,-0.141612746,1.98250756,-0.986044302,23.49645,99,402.75
13-08-2018,t14,-0.141612746,1.98250756,-0.986044302,22.26241,99,2414.25
14-08-2018,t14,-0.141612746,1.98250756,-0.986044302,24.87234,96.03546,11.25
15-08-2018,t14,-0.141612746,1.98250756,-0.986044302,24.48571,95.95,0
16-08-2018,t14,-0.141612746,1.98250756,-0.986044302,25.6338,96.53521,67.5
17-08-2018,t14,-0.141612746,1.98250756,-0.986044302,24.82394,97.64789,0
18-08-2018,t14,-0.141612746,1.98250756,-0.986044302,23.79286,99,92.25
19-08-2018,t14,-0.141612746,1.98250756,-0.986044302,25.68345,95.53237,0
20-08-2018,t14,-0.141612746,1.98250756,-0.986044302,25.06475,98.25899,220.5
21-08-2018,t14,-0.141612746,1.98250756,-0.986044302,12.14815,52.06667,1044
22-08-2018,t14,-0.141612746,1.98250756,-0.986044302,15,31,0
23-08-2018,t14,-0.141612746,1.98250756,-0.986044302,18.52,79.2,211.5
24-08-2018,t14,-0.141612746,1.98250756,-0.986044302,18,31,285.75
25-08-2018,t14,-0.141612746,1.98250756,-0.986044302,18.47619,91.35714,400.5
26-08-2018,t14,-0.141612746,1.98250756,-0.986044302,21,95,693
27-08-2018,t14,-0.141612746,1.98250756,-0.986044302,24.2973,99,0
28-08-2018,t14,-0.141612746,1.98250756,-0.986044302,27.81579,93.92105,0
29-08-2018,t14,-0.141612746,1.98250756,-0.986044302,24.85,99,0
30-08-2018,t14,-0.141612746,1.98250756,-0.986044302,26.95522,98.14925,18
31-08-2018,t14,-0.141612746,1.98250756,-0.986044302,21.89189,99,1426.5
01-09-2018,t14,-0.141612746,1.98250756,-0.986044302,25.51376,95.46789,15.75
02-09-2018,t14,-0.141612746,1.98250756,-0.986044302,23.5,99,87.75
03-09-2018,t14,-0.141612746,1.98250756,-0.986044302,22.13158,99,2.25
04-09-2018,t14,-0.141612746,1.98250756,-0.986044302,23.4,99,11.25
05-09-2018,t14,-0.141612746,1.98250756,-0.986044302,,99,0
06-09-2018,t14,-0.141612746,1.98250756,-0.986044302,,98.97248,18
07-09-2018,t14,,1.98250756,-0.986044302,,99,
08-09-2018,t14,-0.141612746,1.98250756,-0.986044302,21.96226,98.95283,0
09-09-2018,t14,-0.141612746,1.98250756,-0.986044302,20.88889,97.16667,551.25
10-09-2018,t14,-0.141612746,1.98250756,-0.986044302,22.65385,99,13.5
11-09-2018,t14,-0.141612746,1.98250756,-0.986044302,20.94737,99,0
12-09-2018,t14,-0.141612746,1.98250756,-0.986044302,,98.75949,0
13-09-2018,t14,-0.141612746,1.98250756,-0.986044302,20.13889,99,344.25
14-09-2018,t14,-0.141612746,1.98250756,-0.986044302,22.50485,94.62136,2.25
15-09-2018,t14,-0.141612746,1.98250756,-0.986044302,22.41176,99,0
16-09-2018,t14,-0.141612746,1.98250756,-0.986044302,25.85542,82.31325,0
17-09-2018,t14,-0.141612746,1.98250756,-0.986044302,23.83333,99,0
05-07-2018,t15,0,0,0,24.92929,76.74545,13.51
06-07-2018,t15,0,0,0,25.78667,71.51333,0
07-07-2018,t15,0,0,0,27.61111,71.68056,0
08-07-2018,t15,5.428488578,6.292836641,6.369384071,25.5,71,26
09-07-2018,t15,5.428488578,6.292836641,6.369384071,24.59091,71,42
10-07-2018,t15,5.428488578,6.292836641,6.369384071,25.37736,96.0566,1140.75
11-07-2018,t15,5.428488578,6.292836641,6.369384071,25.85612,95.7554,0
12-07-2018,t15,5.428488578,6.292836641,6.369384071,26.08333,95.40152,0
13-07-2018,t15,5.428488578,6.292836641,6.369384071,24.54545,97.93388,0
14-07-2018,t15,5.428488578,6.292836641,6.369384071,25.93684,,0
19-07-2018,t15,4.73743539,5.574141326,5.629425581,28.53333,96.21667,0
20-07-2018,t15,4.75444593,5.564218511,5.597530819,25.94074,98.03704,357.75
21-07-2018,t15,,5.564218511,5.597530819,25.5,98.87143,0
22-07-2018,t15,,5.564218511,5.597530819,24.59854,99,31.5
23-07-2018,t15,4.75444593,5.564218511,5.597530819,25.38806,98.76866,0
24-07-2018,t15,4.75444593,5.564218511,5.597530819,24.69767,99,308.25
25-07-2018,t15,4.75444593,5.564218511,5.597530819,25.91262,98.78641,4.5
27-07-2018,t15,4.736726618,5.573432554,5.630134354,22.21429,99,18
28-07-2018,t15,4.736726618,5.573432554,5.630134354,21.72535,99,774
29-07-2018,t15,4.736726618,5.573432554,5.630134354,24.73239,98.85915,0
30-07-2018,t15,4.736726618,5.573432554,5.630134354,24.88732,97.58451,0
31-07-2018,t15,4.736726618,5.573432554,5.630134354,24.12409,98.41606,483.75
01-08-2018,t15,4.736726618,5.573432554,5.630134354,24.25954,98.62595,427.5
02-08-2018,t15,4.736726618,5.573432554,5.630134354,24.65493,97.73944,45
03-08-2018,t15,4.736726618,5.573432554,5.630134354,25.59859,98.6831,0
04-08-2018,t15,4.736726618,5.573432554,5.630134354,24.39007,99,105.75
05-08-2018,t15,4.736726618,5.573432554,5.630134354,22.03546,99,668.25
06-08-2018,t15,4.736726618,5.573432554,5.630134354,21.89437,99,207
07-08-2018,t15,4.736726618,5.573432554,5.630134354,21.35,99,375.75
08-08-2018,t15,4.736726618,5.573432554,5.630134354,23.98592,99,2.25
09-08-2018,t15,4.736726618,,5.630134354,24.66187,98.82014,1172.25
10-08-2018,t15,4.736726618,,5.630134354,24.30714,99,0
11-08-2018,t15,4.736726618,,5.630134354,23.94326,99,123.75
12-08-2018,t15,4.736726618,,5.630134354,23.58741,99,427.5
13-08-2018,t15,4.736726618,5.573432554,5.630134354,21.97826,99,1836
14-08-2018,t15,4.736726618,5.573432554,5.630134354,24.39437,98.21127,0
15-08-2018,t15,4.736726618,5.573432554,5.630134354,24.37589,97.55319,0
16-08-2018,t15,4.736726618,5.573432554,5.630134354,25.29496,98.35971,20.25
17-08-2018,t15,4.736726618,5.573432554,5.630134354,24.60993,98.74468,0
18-08-2018,t15,4.736726618,5.573432554,5.630134354,24.15493,99,22.5
19-08-2018,t15,4.736726618,5.573432554,5.630134354,25.11972,98.01408,0
20-08-2018,t15,4.736726618,5.573432554,5.630134354,25.0365,98.9708,15.75
21-08-2018,t15,4.736726618,5.573432554,5.630134354,23.19718,99,562.5
22-08-2018,t15,4.736726618,5.573432554,5.630134354,24.87143,98.85714,0
23-08-2018,t15,4.736726618,5.573432554,5.630134354,23.56738,99,1264.5
24-08-2018,t15,4.736726618,5.573432554,5.630134354,24.02113,98.96479,537.75
25-08-2018,t15,4.736726618,5.573432554,5.630134354,24.43165,97.94964,83.25
26-08-2018,t15,4.736726618,5.573432554,5.630134354,24.53676,97.69853,531
27-08-2018,t15,4.736726618,5.573432554,5.630134354,25.64789,96.69014,0
28-08-2018,t15,4.736726618,5.573432554,5.630134354,25.98582,96.8156,0
29-08-2018,t15,4.736726618,5.573432554,5.630134354,25.73759,96.63121,49.5
30-08-2018,t15,4.736726618,5.573432554,5.630134354,24.38298,98.79433,0
31-08-2018,t15,4.736726618,5.573432554,5.630134354,22.61644,98.9726,1311.75
16-09-2018,t15,4.736726618,5.573432554,5.629425581,26.83051,84.05085,0
29-10-2018,t15,4.736726618,5.573432554,5.629425581,15.9375,93.21875,0
30-10-2018,t15,4.736726618,5.573432554,5.629425581,17.8866,86.65979,0
31-10-2018,t15,4.736726618,5.573432554,5.629425581,17.29915,91.34188,0
01-11-2018,t15,4.736726618,5.573432554,5.629425581,16.375,96.81944,0
02-11-2018,t15,4.736726618,5.573432554,5.629425581,13.36885,98.18852,119.25
03-11-2018,t15,4.736726618,5.573432554,5.629425581,11.475,99,247.5
04-11-2018,t15,4.736726618,5.573432554,,13.61739,97.83478,0
05-11-2018,t15,4.736726618,5.573432554,,13.3913,97.40217,0
06-11-2018,t15,4.736726618,5.573432554,,13.13953,94.69767,0
07-11-2018,t15,4.736726618,5.573432554,,12.83486,92.15596,0
08-11-2018,t15,4.736726618,5.573432554,,12.83168,92.0099,0
09-11-2018,t15,4.736726618,5.573432554,5.629425581,12.81967,94.18033,0
10-11-2018,t15,4.736726618,5.573432554,5.629425581,12.96183,95.32824,0
11-11-2018,t15,,5.573432554,5.629425581,13.18627,94.64706,
12-11-2018,t15,4.736726618,5.573432554,5.629425581,14.54955,91.81081,0
13-11-2018,t15,4.736726618,5.573432554,5.629425581,13.37097,93.01613,0
14-11-2018,t15,4.736726618,5.573432554,5.629425581,12.58268,96.80315,454.5
15-11-2018,t15,4.736726618,5.573432554,5.629425581,10.08511,98.78723,101.25
16-11-2018,t15,4.753028385,5.562092194,5.598948364,7.6729,67.8972,0
17-11-2018,t15,4.753028385,5.562092194,5.598948364,7.6729,67.8972,0
18-11-2018,t15,4.753028385,5.562092194,5.598948364,7.6729,67.8972,0
19-11-2018,t15,4.753028385,5.562092194,5.598948364,7.6729,67.8972,0
20-11-2018,t15,4.753028385,5.562092194,5.598948364,7.6729,67.8972,0
21-11-2018,t15,4.753028385,5.562092194,5.598948364,7.6729,67.8972,0
22-11-2018,t15,4.753028385,5.562092194,5.598948364,7.6729,67.8972,0
23-11-2018,t15,4.753028385,5.562092194,5.598948364,7.6729,67.8972,0
24-11-2018,,4.753028385,5.562092194,5.598948364,7.6729,67.8972,0
25-11-2018,t15,4.753028385,5.562092194,5.598948364,7.6729,67.8972,0
21-06-2018,t6,0,0,0,27.44737,82,4
08-07-2018,t6,0,0,0,27.44737,82.55263,0
09-07-2018,t6,0,0,0,27.16429,90.05,119.25
10-07-2018,t6,0.002126318,0.01417545,-0.007087725,26.17742,93.20968,283.5
11-07-2018,t6,-0.051740393,-0.15592995,0.171522945,25.22917,94.20139,1062
12-07-2018,t6,-0.051740393,-0.15592995,0.171522945,25.81022,93.24088,11.25
13-07-2018,t6,0.035438625,-0.23247738,0.131122913,23.92361,97.74306,1554.75
14-07-2018,t6,0.039218745,-0.401165235,0.265317173,25.52778,93.59722,569.25
15-07-2018,t6,0.039218745,-0.401165235,0.265317173,26.25899,91.89209,357.75
16-07-2018,t6,0.152622345,-0.516340766,-0.569262446,24.50365,97.05109,1795.5
17-07-2018,,0.152622345,-0.516340766,-0.569262446,24.65248,97.39716,382.5
18-07-2018,t6,0.152622345,-0.516340766,-0.569262446,25.35915,95.17606,63
19-07-2018,t6,0.152622345,-0.516340766,-0.569262446,26.60993,90.1773,0
20-07-2018,t6,0.152622345,-0.516340766,-0.569262446,24.16667,99,11.25
25-07-2018,t6,0.131784434,-0.498621454,-0.600731945,26.39286,93.33929,353.25
26-07-2018,,0.131784434,-0.497912681,-0.600731945,23.29927,99,918
27-07-2018,t6,0.131784434,-0.497203909,-0.600731945,23.12143,98.90714,677.25
28-07-2018,t6,,-0.497203909,-0.602858263,22.68571,99,1689.75
29-07-2018,t6,0.094928264,-0.502165316,-0.57001847,21.97059,99,0
30-07-2018,t6,0.092801946,-0.471688099,-0.50197631,28.42222,79.02222,2.25
31-07-2018,t6,0.092801946,-0.471688099,-0.50197631,22.60714,99,4.5
03-08-2018,t6,0.092801946,-0.471688099,-0.50197631,26.33333,94.30556,2.25
04-08-2018,t6,0.084296676,-0.478067051,-0.52465703,24.2234,98.02128,42.75
05-08-2018,t6,0.084296676,-0.478067051,-0.52465703,21.92222,99,90
06-08-2018,t6,0.085005449,-0.475231961,-0.552299158,21.3871,99,65.25
07-08-2018,t6,0.085005449,-0.475231961,-0.552299158,21,99,51.75
08-08-2018,t6,0.083587904,-0.474523189,-0.550881613,24.33333,97.0625,24.75
09-08-2018,t6,0.083587904,-0.474523189,-0.550881613,24.78652,97.03371,22.5
10-08-2018,t6,0.083587904,-0.474523189,-0.550881613,24.94444,97.72222,0
11-08-2018,t6,0.083587904,-0.474523189,-0.550881613,24.43956,98.82418,0
12-08-2018,,0.106268624,-0.480193369,-0.519695623,23.43956,99,128.25
13-08-2018,t6,0.112647576,-0.477358279,-0.50764649,23.24719,99,141.75
14-08-2018,t6,0.116900211,-0.480193369,-0.521113168,24.94681,95.67021,18
15-08-2018,t6,,-0.480193369,-0.521113168,24.87912,95.69231,0
16-08-2018,t6,0.116900211,-0.480193369,-0.521113168,25.97849,95.88172,4.5
17-08-2018,t6,0.116900211,-0.480193369,-0.521113168,24.5,98.59375,6.75
18-08-2018,t6,0.116900211,-0.480193369,-0.521113168,23.65591,98.97849,38.25
19-08-2018,t6,0.116900211,-0.480193369,-0.521113168,25.95327,96.98131,0
20-08-2018,t6,0.116900211,-0.480193369,-0.521113168,25.23404,98.07447,24.75
21-08-2018,t6,0.116900211,-0.480193369,-0.521113168,23.34409,99,18
22-08-2018,t6,0.107686169,-0.495077591,-0.512607898,24.52632,98.45263,51.75
23-08-2018,t6,0.087840539,-0.510670586,-0.545211433,23.31868,99,105.75
24-08-2018,t6,-0.071633274,-0.730744448,-1.486106927,23.76842,98.87368,213.75
25-08-2018,t6,-0.071633274,-0.730744448,-1.486106927,24.36559,98.02151,4.5
26-08-2018,t6,-0.071633274,-0.730744448,-1.486106927,24.63736,97.10989,11.25
27-08-2018,t6,-0.071633274,-0.730744448,-1.486106927,25.0625,95.8125,
28-08-2018,t6,-0.071633274,-0.730744448,-1.486106927,25.24211,97.14737,2.25
29-08-2018,t6,-0.070373234,-0.725546783,-1.470592684,24.84783,98.11957,11.25
30-08-2018,t6,-0.070373234,-0.725546783,-1.470592684,24.32292,98.625,15.75
31-08-2018,t6,-0.068246917,-0.782957355,-1.613055957,24.23077,98.21978,38.25
01-09-2018,t6,-0.068483174,-0.782957355,-1.613528472,24.65217,97.69565,11.25
02-09-2018,t6,-0.068483174,-0.782957355,-1.613528472,23.28421,99,9
03-09-2018,t6,-0.068483174,-0.782957355,-1.613528472,23.19355,99,2.25
04-09-2018,t6,-0.068483174,-0.77586963,-1.597935477,23.8,98.9,83.25
05-09-2018,t6,-0.068483174,-0.782957355,-1.613528472,24.61111,98.25556,0
06-09-2018,t6,-0.068483174,-0.782957355,-1.613528472,25.29365,97.38095,0
07-09-2018,t6,-0.068483174,-0.782957355,-1.613528472,22.69444,98.90741,2.25
08-09-2018,,-0.068483174,-0.782957355,-1.613528472,22.99038,97.16346,2.25
09-09-2018,t6,-0.068483174,-0.782957355,-1.613528472,23.82105,98.31579,2.25
10-09-2018,t6,-0.068483174,-0.782957355,-1.613528472,24.06383,98.52128,0
11-09-2018,t6,-0.068483174,-0.77019945,-1.582342482,23.1236,98.95506,0
12-09-2018,t6,,-0.77019945,-1.582342482,22.03297,98.76923,4.5
13-09-2018,t6,-0.064230539,-0.762048566,-1.585886344,21.80682,98.93182,0
14-09-2018,t6,-0.064230539,-0.762048566,-1.585886344,20.90805,98.41379,4.5
15-09-2018,t6,-0.064230539,-0.762048566,-1.585886344,21.61458,98,0
16-09-2018,t6,-0.060686677,-0.757795931,-1.583760027,20.88043,97.46739,4.5
17-09-2018,t6,-0.060686677,-0.757795931,-1.583760027,20.43617,97.3617,0
18-09-2018,t6,-0.060686677,-0.757795931,-1.583760027,20.26042,97.97917,0
19-09-2018,t6,-0.060686677,-0.757795931,-1.583760027,20.64516,96.88172,0
20-09-2018,t6,-0.060686677,-0.757795931,-1.583760027,21.03371,96.83146,0
21-09-2018,t6,-0.060686677,-0.757795931,-1.583760027,22.61702,97.98936,0
22-09-2018,t6,-0.059977904,-0.757087159,-1.583760027,18.7033,99,0
23-09-2018,t6,-0.059977904,-0.757087159,-1.583760027,18.3871,99,2.25
24-09-2018,t6,-0.059977904,-0.757087159,-1.583760027,17.27473,99,0
25-09-2018,t6,-0.059977904,-0.757087159,-1.583760027,19.14894,99,0
26-09-2018,t6,-0.059977904,-0.757087159,-1.583760027,19.90323,98.88172,0
27-09-2018,t6,-0.059977904,-0.757087159,-1.583760027,20.76667,98.83333,0
28-09-2018,t6,-0.059977904,-0.757087159,-1.583760027,20.3913,98.94565,0
29-09-2018,t6,-0.059977904,-0.757087159,-1.583760027,19.75269,98.16129,0
30-09-2018,t6,-0.059977904,-0.757087159,-1.583760027,19.46739,98.56522,2.25
01-10-2018,t6,-0.059977904,-0.757087159,-1.583760027,18.95556,96.64444,0
02-10-2018,t6,-0.059977904,-0.757087159,-1.583760027,18.81915,93.12766,0
03-10-2018,t6,-0.059977904,-0.757087159,-1.583760027,18.51579,93.93684,4.5
04-10-2018,t6,-0.059977904,-0.757087159,-1.583760027,18.1087,86.59783,2.25
05-10-2018,t6,-0.059977904,-0.757087159,-1.583760027,17.59341,85.53846,2.25
06-10-2018,t6,-0.059977904,-0.757087159,,17.79775,82.65169,0
07-10-2018,t6,-0.072735809,-0.769136291,-1.596517932,17.1383,87.26596,4.5
08-10-2018,,-0.072735809,-0.769136291,-1.596517932,17.21053,91.73684,4.5
09-10-2018,t6,-0.072735809,-0.769136291,-1.596517932,18.71579,78.95789,0
10-10-2018,t6,,-0.769136291,-1.596517932,18.93548,73.74194,0
11-10-2018,t6,,-0.769136291,-1.596517932,16.26596,94.04255,2.25
12-10-2018,t6,-0.072735809,-0.769136291,-1.596517932,15.76344,94.82796,9
13-10-2018,t6,-0.072735809,-0.769136291,-1.596517932,15.90323,94.03226,4.5
14-10-2018,t6,-0.059977904,-0.752834524,-1.582342482,15.6875,95.35417,0
15-10-2018,t6,-0.059977904,-0.752834524,-1.582342482,15.88298,90.02128,0
16-10-2018,t6,-0.059977904,-0.752834524,-1.582342482,16.21505,78.68817,0
17-10-2018,t6,-0.059977904,-0.752834524,-1.582342482,16.36667,74.43333,0
18-10-2018,t6,-0.059977904,-0.752834524,-1.582342482,16.28125,78.19792,0
19-10-2018,t6,-0.059977904,-0.752834524,-1.582342482,16.5,74.69565,0
20-10-2018,t6,-0.059977904,-0.752834524,-1.582342482,15.76042,78.03125,0
21-10-2018,t6,-0.059977904,-0.752834524,-1.582342482,15.46053,83.98684,0
22-10-2018,t6,-0.059977904,-0.752834524,-1.582342482,12.78261,31,0
13-11-2018,t6,-0.096125302,-0.781894196,-1.571002122,15.51923,85.05769,2.25
14-11-2018,t6,-0.034462094,-0.524609779,-1.677317997,12.64894,94.52128,36
15-11-2018,t6,-0.034462094,-0.524609779,-1.677317997,10.74747,98.9899,9
16-11-2018,t6,-0.034462094,-0.524609779,-1.677317997,11.40777,97.05825,0
17-11-2018,t6,-0.034462094,-0.524609779,-1.677317997,11.42708,,0
18-11-2018,t6,-0.034462094,-0.524609779,-1.677317997,12.69072,88.42268,0
19-11-2018,t6,-0.034462094,-0.524609779,-1.677317997,12.41176,89.05882,0
28-06-2018,t7,0,0,0,24,90,0
29-06-2018,t7,0,-0.124035188,0.09922815,,84.65094,0
10-07-2018,t7,0,-0.124035188,0.09922815,22.07843,,3930.5
11-07-2018,t7,0,-0.124035188,0.09922815,26.05594,83.47552,36636.75
12-07-2018,t7,0.567018,0.63789525,0.872073684,26.2971,81.17391,40789
13-07-2018,t7,0.567018,0.63789525,0.872073684,16.80556,66.05556,637.5
15-07-2018,t7,-2.15750349,-2.16600876,-2.029640931,25.16667,83.92593,2470.5
18-07-2018,t7,-2.15750349,-2.16600876,-2.029640931,21.52,99,0
